员工编号,姓名,部门,岗位序列,职级,学历,工作城市,入职日期,司龄(年),基本工资,绩效工资,岗位津贴,餐补交通补,应发工资,五险一金个人部分,个税扣除,实发工资,本年度绩效评级,是否在职
EMP0578,张桂芝,客户服务部,产品序列,P3,本科,上海,2021-09-17,3.8,15121,5142,1672,493,22428,2354,1394,18680,B,是
EMP0579,吕坤,人力资源部,销售序列,P4,本科,上海,2020-06-25,5.0,21495,4826,2273,1442,30036,3153,2002,24881,B,是
EMP0580,陈萍,产品部,职能序列,P3,本科,北京,2023-08-15,1.9,10595,2556,1219,1689,16059,1686,884,13489,B,是
EMP0581,刘英,市场部,技术序列,P3,大专,西安,2025-06-17,0.0,12173,4640,796,1091,18700,1963,1096,15641,B,是
EMP0582,巫婷婷,客户服务部,技术序列,P5,大专,武汉,2022-01-05,3.5,18550,4603,2126,881,26160,2746,1692,21722,B,是
EMP0583,黄彬,人力资源部,运营序列,P3,硕士,广州,2019-09-18,5.8,13513,3008,922,816,18259,1917,1060,15282,A,是
EMP0584,石慧,产品部,销售序列,P6,本科,上海,2016-04-23,9.2,42255,8481,5284,1782,57802,6069,4224,47509,B,是
EMP0585,陈璐,运营部,运营序列,P3,本科,武汉,2017-04-17,8.2,11969,4577,1004,1644,19194,2015,1135,16044,B,是
EMP0586,赵秀梅,产品部,运营序列,P3,本科,武汉,2018-12-05,6.6,10906,2060,1319,1534,15819,1660,865,13294,C,是
EMP0587,杨秀兰,技术研发部,技术序列,P3,硕士,杭州,2018-01-01,7.5,13265,3795,726,607,18393,1931,1071,15391,D,是
EMP0588,漆凤兰,技术研发部,职能序列,P5,大专,成都,2022-07-06,3.0,19034,5749,1728,982,27493,2886,1799,22808,B,是
EMP0589,吴桂英,技术研发部,销售序列,P2,本科,深圳,2018-12-23,6.5,12283,4375,1480,466,18604,1953,1088,15563,B,是
EMP0590,白淑华,技术研发部,产品序列,P2,大专,上海,2016-06-05,9.1,8984,3054,653,1493,14184,1489,734,11961,A,否
EMP0591,袁桂芳,技术研发部,职能序列,M1,大专,北京,2017-03-20,8.3,29631,11651,3838,1659,46779,4911,3342,38526,B,是
EMP0592,姚龙,运营部,销售序列,P2,大专,广州,2022-09-09,2.8,8082,1320,913,589,10904,1144,472,9288,B,是
EMP0593,常岩,技术研发部,技术序列,P4,硕士,深圳,2020-11-14,4.6,24431,5837,2657,1016,33941,3563,2315,28063,S,是
EMP0594,黄峰,产品部,运营序列,P4,大专,成都,2019-11-16,5.6,15045,3521,1284,935,20785,2182,1262,17341,B,是
EMP0595,邵红,销售部,技术序列,P3,大专,武汉,2024-03-03,1.3,11203,2171,1100,1643,16117,1692,889,13536,B,是
EMP0596,宫洋,市场部,职能序列,P4,本科,成都,2024-10-26,0.7,14905,3528,1635,1730,21798,2288,1343,18167,A,是
EMP0597,丁红梅,运营部,运营序列,P2,硕士,西安,2019-07-08,6.0,5851,1421,568,1656,9496,997,359,8140,C,是
EMP0598,李俊,技术研发部,运营序列,P4,本科,上海,2020-11-22,4.6,19691,6036,2359,1102,29188,3064,1935,24189,A,是
EMP0599,李金凤,技术研发部,职能序列,P3,本科,成都,2022-10-19,2.7,11520,4021,1075,564,17180,1803,974,14403,C,是
EMP0600,高楠,技术研发部,产品序列,P4,大专,成都,2021-09-25,3.8,15055,3979,1057,1518,21609,2268,1328,18013,B,是
EMP0601,张亮,技术研发部,销售序列,P2,本科,广州,2017-04-18,8.2,10629,3888,758,1751,17026,1787,962,14277,B,是
EMP0602,蔡玉英,产品部,运营序列,P4,本科,西安,2020-04-26,5.2,14719,3692,744,473,19628,2060,1170,16398,B,否
EMP0603,邓丹,技术研发部,技术序列,P2,本科,西安,2022-06-19,3.0,6550,1552,524,934,9560,1003,364,8193,B,是
EMP0604,李慧,技术研发部,职能序列,P2,本科,武汉,2018-02-17,7.4,6873,2146,858,1444,11321,1188,505,9628,B,是
EMP0605,赵柳,技术研发部,职能序列,P2,本科,广州,2018-11-09,6.6,9424,1480,1219,1071,13194,1385,655,11154,B,是
EMP0606,刘玉华,市场部,技术序列,P2,大专,广州,2016-06-30,9.0,6724,1169,472,1617,9982,1048,398,8536,B,是
EMP0607,王建平,技术研发部,销售序列,P5,本科,北京,2023-12-13,1.6,39026,10747,5694,972,56439,5926,4115,46398,B,否
EMP0608,何雪,市场部,销售序列,P2,大专,成都,2020-11-21,4.6,8202,3550,822,561,13135,1379,650,11106,D,是
EMP0609,覃鹏,人力资源部,技术序列,P6,硕士,成都,2016-01-07,9.5,32925,12065,4665,1672,51327,5389,3706,42232,A,是
EMP0610,宋海燕,运营部,销售序列,M1,硕士,西安,2021-10-30,3.7,13905,2453,1678,1739,19775,2076,1182,16517,B,是
EMP0611,张英,技术研发部,技术序列,P4,博士,成都,2025-01-16,0.5,16964,6851,2073,1703,27591,2897,1807,22887,A,是
EMP0612,杨斌,销售部,技术序列,P2,硕士,杭州,2022-01-14,3.5,12646,4675,739,1378,19438,2040,1155,16243,B,是
EMP0613,黄楠,运营部,技术序列,P3,本科,广州,2023-09-14,1.8,10720,3572,771,491,15554,1633,844,13077,B,是
EMP0614,丛霞,技术研发部,销售序列,P5,本科,深圳,2024-01-25,1.4,33519,13276,1705,1623,50123,5262,3609,41252,A,是
EMP0615,石龙,销售部,职能序列,P3,本科,西安,2024-04-27,1.2,10141,2750,1233,1673,15797,1658,863,13276,A,是
EMP0616,张荣,客户服务部,技术序列,P1,本科,上海,2024-04-06,1.2,6957,1505,587,1167,10216,1072,417,8727,S,是
EMP0617,高伟,技术研发部,产品序列,P4,本科,西安,2023-07-09,2.0,14870,4514,1913,1341,22638,2376,1411,18851,B,是
EMP0618,陈秀英,产品部,运营序列,P5,本科,武汉,2018-03-18,7.3,22880,7199,1919,1041,33039,3469,2243,27327,B,是
EMP0619,张龙,销售部,技术序列,P5,本科,深圳,2020-01-31,5.4,28466,8867,3755,337,41425,4349,2914,34162,D,是
EMP0620,鲍建华,运营部,销售序列,P2,本科,武汉,2020-11-01,4.7,8663,2768,546,1042,13019,1366,641,11012,B,是
EMP0621,廖兰英,技术研发部,销售序列,P4,本科,北京,2016-10-13,8.7,17999,7822,1212,932,27965,2936,1837,23192,A,是
EMP0622,张琳,技术研发部,运营序列,P2,硕士,北京,2023-06-13,2.1,9744,4099,819,669,15331,1609,826,12896,C,是
EMP0623,李凯,市场部,销售序列,P2,大专,武汉,2019-09-14,5.8,7724,3187,701,738,12350,1296,588,10466,B,否
EMP0624,平华,人力资源部,产品序列,P6,本科,成都,2022-12-27,2.5,28787,11239,2443,999,43468,4564,3077,35827,B,是
EMP0625,孙玉,财务部,销售序列,P2,硕士,深圳,2019-07-09,6.0,10246,4436,1294,1295,17271,1813,981,14477,A,是
EMP0626,管娟,市场部,职能序列,P2,本科,成都,2023-06-10,2.1,8546,1534,510,693,11283,1184,502,9597,B,是
EMP0627,尹涛,市场部,运营序列,P1,本科,西安,2017-05-25,8.1,5807,1332,494,763,8396,881,271,7244,C,是
EMP0628,李成,运营部,技术序列,P6,本科,杭州,2024-01-27,1.4,40534,12100,5420,581,58635,6156,4290,48189,B,是
EMP0629,董霞,技术研发部,销售序列,P5,本科,北京,2019-05-15,6.1,32019,12934,1814,617,47384,4975,3390,39019,B,否
EMP0630,尚明,产品部,产品序列,P4,硕士,北京,2021-09-08,3.8,24126,7275,3479,458,35338,3710,2427,29201,B,是
EMP0631,胡明,运营部,技术序列,P5,本科,深圳,2019-06-20,6.0,29039,10872,4316,905,45132,4738,3210,37184,C,是
EMP0632,曾建军,销售部,技术序列,P2,本科,北京,2023-06-24,2.0,14801,2837,871,507,19016,1996,1121,15899,A,是
EMP0633,汪欣,人力资源部,运营序列,P3,大专,杭州,2020-07-30,4.9,12319,2780,974,1339,17412,1828,992,14592,B,是
EMP0634,洪林,人力资源部,运营序列,P3,大专,杭州,2019-08-29,5.8,17098,6318,1491,1405,26312,2762,1704,21846,C,是
EMP0635,曹博,技术研发部,职能序列,P1,硕士,杭州,2020-07-06,5.0,7380,1471,941,1378,11170,1172,493,9505,A,是
EMP0636,徐瑜,市场部,销售序列,P3,本科,上海,2023-10-26,1.7,13242,3382,1451,377,18452,1937,1076,15439,B,是
EMP0637,杨平,人力资源部,技术序列,P6,本科,杭州,2019-04-26,6.2,42783,9816,4895,1655,59149,6210,4331,48608,B,是
EMP0638,孔丹丹,产品部,职能序列,P1,大专,杭州,2022-03-20,3.3,7461,1902,938,989,11290,1185,503,9602,B,是
EMP0639,冯秀华,产品部,技术序列,P2,本科,上海,2017-06-05,8.1,12773,4630,789,1565,19757,2074,1180,16503,B,是
EMP0640,杨鹏,市场部,销售序列,P2,硕士,成都,2018-02-24,7.4,8934,2326,1191,568,13019,1366,641,11012,A,是
EMP0641,应秀荣,技术研发部,销售序列,P2,本科,西安,2020-09-18,4.8,7710,2440,929,1523,12602,1323,608,10671,B,是
EMP0642,欧健,产品部,运营序列,P6,大专,广州,2023-06-16,2.0,31862,5734,3432,1071,42099,4420,2967,34712,A,是
EMP0643,杨秀云,技术研发部,职能序列,P3,本科,北京,2020-04-01,5.3,18152,7106,2522,615,28395,2981,1871,23543,B,是
EMP0644,邱岩,产品部,技术序列,P3,硕士,杭州,2023-08-06,1.9,13651,3562,1638,632,19483,2045,1158,16280,A,是
EMP0645,崔桂兰,技术研发部,运营序列,P5,本科,北京,2024-05-22,1.1,35174,12119,2468,670,50431,5295,3634,41502,S,是
EMP0646,吕浩,销售部,销售序列,P2,硕士,深圳,2017-12-13,7.6,8312,3055,772,1718,13857,1454,708,11695,D,是
EMP0647,王玉梅,财务部,产品序列,P3,本科,北京,2022-11-26,2.6,17121,3645,1701,1579,24046,2524,1523,19999,B,是
EMP0648,曹桂芝,运营部,产品序列,P3,硕士,武汉,2022-05-20,3.1,9603,3989,533,639,14764,1550,781,12433,D,是
EMP0649,谢晨,销售部,运营序列,P4,本科,成都,2019-05-17,6.1,17688,5923,2572,1776,27959,2935,1836,23188,A,否
EMP0650,丁杨,人力资源部,销售序列,M3,大专,西安,2020-07-21,4.9,43592,12145,2740,1196,59673,6265,4373,49035,B,是
EMP0651,邹强,技术研发部,产品序列,P5,本科,上海,2022-02-22,3.4,32632,6679,3907,389,43607,4578,3088,35941,A,是
EMP0652,唐鑫,人力资源部,技术序列,P3,本科,北京,2025-05-07,0.2,17198,7441,1730,1141,27510,2888,1800,22822,B,是
EMP0653,吉丽丽,财务部,职能序列,P5,硕士,北京,2016-01-02,9.5,28606,10770,1503,1046,41925,4402,2954,34569,B,是
EMP0654,张杰,运营部,销售序列,P2,硕士,北京,2019-05-29,6.1,14188,3013,2021,1685,20907,2195,1272,17440,A,是
EMP0655,姜璐,市场部,技术序列,P1,本科,广州,2019-03-21,6.3,8499,2135,1148,1773,13555,1423,684,11448,C,是
EMP0656,张璐,技术研发部,技术序列,P2,本科,广州,2018-05-10,7.1,9748,3830,998,786,15362,1613,828,12921,A,是
EMP0657,杨桂荣,产品部,技术序列,P3,本科,深圳,2020-10-26,4.7,18267,6552,1331,1209,27359,2872,1788,22699,B,是
EMP0658,魏玉华,市场部,产品序列,P3,本科,上海,2024-10-23,0.7,14776,5610,918,1550,22854,2399,1428,19027,D,是
EMP0659,袁玉梅,运营部,产品序列,P4,本科,北京,2022-07-03,3.0,20347,5745,1756,883,28731,3016,1898,23817,C,是
EMP0660,杨颖,财务部,职能序列,P6,本科,北京,2022-10-20,2.7,43964,16044,3321,1219,64548,6777,4763,53008,C,否
EMP0661,邱玉英,产品部,职能序列,P3,本科,北京,2023-05-05,2.2,17098,4547,1721,779,24145,2535,1531,20079,B,是
EMP0662,罗帅,客户服务部,运营序列,P3,大专,北京,2019-08-12,5.9,15481,3303,2270,1393,22447,2356,1395,18696,A,是
EMP0663,王博,财务部,产品序列,P1,本科,广州,2021-03-19,4.3,7302,2481,784,789,11356,1192,508,9656,A,否
EMP0664,刘建华,技术研发部,销售序列,P1,本科,成都,2020-12-14,4.5,5951,2635,827,933,10346,1086,427,8833,B,是
EMP0665,张娜,技术研发部,运营序列,P4,本科,成都,2020-12-16,4.5,12991,3159,1495,1260,18905,1985,1112,15808,B,是
EMP0666,程琴,技术研发部,销售序列,P3,博士,深圳,2023-07-30,1.9,16294,4697,1589,697,23277,2444,1462,19371,A,是
EMP0667,樊建华,产品部,运营序列,P5,本科,武汉,2018-05-25,7.1,22955,8084,3109,1053,35201,3696,2416,29089,B,是
EMP0668,陈兵,技术研发部,技术序列,P2,大专,杭州,2021-09-24,3.8,10180,3180,988,1689,16037,1683,882,13472,B,是
EMP0669,陈明,技术研发部,职能序列,P1,本科,上海,2021-04-22,4.2,9721,3917,1330,1468,16436,1725,914,13797,B,是
EMP0670,王伟,产品部,产品序列,P3,硕士,成都,2024-11-25,0.6,9102,3445,720,1202,14469,1519,757,12193,B,是
EMP0671,赵文,技术研发部,职能序列,P2,本科,武汉,2024-12-04,0.6,8026,1344,504,1245,11119,1167,489,9463,B,是
EMP0672,罗楠,销售部,技术序列,P1,本科,西安,2024年04月2日,1.2,4693,2109,636,877,8315,873,265,7177,B,是
EMP0673,董杨,技术研发部,技术序列,P4,大专,西安,2017-11-26,7.6,12162,4569,1322,1082,19135,2009,1130,15996,A,是
EMP0674,赵秀梅,人力资源部,销售序列,P2,大专,北京,2023-05-22,2.1,10975,4490,1524,1329,18318,1923,1065,15330,B,是
EMP0675,张凤兰,市场部,技术序列,P4,本科,西安,2016-12-13,8.6,12452,4300,1790,1380,19922,2091,1193,16638,A,是
EMP0676,何淑兰,客户服务部,销售序列,P2,硕士,成都,2019-03-08,6.3,7277,2960,402,1157,11796,1238,543,10015,A,是
EMP0677,耿秀华,技术研发部,技术序列,P2,硕士,深圳,2021-10-12,3.7,10921,2006,1093,631,14651,1538,772,12341,B,是
EMP0678,宗海燕,市场部,职能序列,P3,大专,杭州,2023-06-12,2.1,15021,3820,1314,708,20863,2190,1269,17404,C,是
EMP0679,谭雪,客户服务部,职能序列,P5,本科,成都,2023-02-05,2.4,20498,8464,2307,1538,32807,3444,2224,27139,A,否
EMP0680,周秀梅,销售部,运营序列,P3,硕士,深圳,2022-12-11,2.6,12421,2614,1606,583,17224,1808,977,14439,B,是
EMP0681,韩俊,销售部,技术序列,P5,本科,西安,2019-10-04,5.7,23054,3999,1799,812,29664,3114,1973,24577,B,是
EMP0682,鹿刚,产品部,技术序列,P2,硕士,广州,2017-01-17,8.5,8374,3236,884,406,12900,1354,632,10914,A,是
EMP0683,覃秀华,技术研发部,技术序列,P5,大专,杭州,2025-03-06,0.3,27107,10860,3276,1613,42856,4499,3028,35329,B,是
EMP0684,张晨,运营部,技术序列,P2,硕士,深圳,2024-06-03,1.1,11810,2347,749,1284,16190,1699,895,13596,B,是
EMP0685,刘平,客户服务部,职能序列,P4,本科,武汉,2018-08-20,6.9,14744,5990,1937,1060,23731,2491,1498,19742,A,是
EMP0686,范婷婷,财务部,销售序列,P4,硕士,成都,2023-07-18,2.0,16698,5944,1846,1435,25923,2721,1673,21529,B,是
EMP0687,张淑珍,财务部,销售序列,P6,本科,广州,2019-06-25,6.0,36271,11099,5257,510,53137,5579,3850,43708,B,是
EMP0688,尹娜,产品部,职能序列,P3,本科,武汉,2018-07-09,7.0,9325,3721,782,1756,15584,1636,846,13102,B,是
EMP0689,李利,运营部,职能序列,P1,硕士,深圳,2025-01-16,0.5,10419,2873,633,1356,15281,1604,822,12855,B,是
EMP0690,张畅,技术研发部,职能序列,P1,本科,深圳,2018-03-26,7.3,8452,1759,850,555,11616,1219,529,9868,S,是
EMP0691,蒲超,产品部,技术序列,P5,本科,西安,2017-08-26,7.9,19921,4690,1166,883,26660,2799,1732,22129,B,是
EMP0692,周琴,市场部,销售序列,P3,本科,武汉,2016-04-10,9.2,11602,3498,1704,471,17275,1813,982,14480,A,是
EMP0693,袁建平,人力资源部,职能序列,P5,硕士,成都,2016-07-08,9.0,21958,6793,1182,628,30561,3208,2044,25309,C,是
EMP0694,钱丹,产品部,运营序列,P2,硕士,杭州,2018-09-29,6.8,10452,4093,1310,858,16713,1754,937,14022,B,是
EMP0695,庄杨,技术研发部,技术序列,P3,本科,广州,2021-04-30,4.2,16550,6411,1696,1220,25877,2717,1670,21490,A,是
EMP0696,孙瑜,财务部,产品序列,P1,硕士,西安,2022-11-08,2.6,5279,1712,458,1351,8800,924,304,7572,C,是
EMP0697,蒋建华,产品部,运营序列,M1,本科,北京,2024-08-13,0.9,26451,10163,1496,601,38711,4064,2696,31951,S,是
EMP0698,戴畅,财务部,销售序列,P4,大专,上海,2016-10-25,8.7,22267,4621,2498,1195,30581,3211,2046,25324,B,是
EMP0699,原淑英,技术研发部,运营序列,P7,本科,杭州,2021-02-08,4.4,56880,9386,6172,487,72925,7657,5434,59834,B,是
EMP0700,赵霞,人力资源部,产品序列,P2,本科,西安,2020-08-24,4.9,6070,2501,473,754,9798,1028,383,8387,A,是
EMP0701,路凤兰,人力资源部,销售序列,P4,本科,广州,2023-01-23,2.4,13479,2327,1900,1223,18929,1987,1114,15828,C,是
EMP0702,莫芳,技术研发部,技术序列,P4,博士,武汉,2022-06-15,3.0,13385,2998,1076,1015,18474,1939,1077,15458,B,是
EMP0703,朱秀梅,产品部,产品序列,P3,本科,深圳,2018-03-07,7.3,12332,4422,1171,354,18279,1919,1062,15298,A,是
EMP0704,陈秀梅,技术研发部,技术序列,P5,本科,武汉,2024-01-21,1.4,19739,5385,2060,1149,28333,2974,1866,23493,B,是
EMP0705,黄鑫,技术研发部,职能序列,P7,博士,西安,2023-10-23,1.7,39697,16390,2382,409,58878,6182,4310,48386,B,是
EMP0706,王璐,客户服务部,销售序列,P6,本科,广州,2020-04-21,5.2,30633,7333,4387,1111,43464,4563,3077,35824,C,否
EMP0707,雷伟,产品部,技术序列,P4,硕士,武汉,2021-07-17,4.0,11934,1832,1043,1328,16137,1694,890,13553,A,是
EMP0708,周红,销售部,销售序列,P2,本科,武汉,2020-06-24,5.0,7663,1840,445,1065,11013,1156,481,9376,B,是
EMP0709,程琴,产品部,技术序列,P2,硕士,上海,2018-09-26,6.8,12789,4136,1134,782,18841,1978,1107,15756,B,是
EMP0710,张帆,运营部,销售序列,M1,本科,成都,2017-08-27,7.8,14370,3776,1580,1090,20816,2185,1265,17366,B,是
EMP0711,张辉,运营部,职能序列,P1,硕士,西安,2023-05-11,2.1,5997,1861,607,467,8932,937,314,7681,B,是
EMP0712,房磊,财务部,销售序列,P4,本科,上海,2023-09-17,1.8,24113,9958,2880,1067,38018,3991,2641,31386,A,是
EMP0713,熊静,市场部,技术序列,P4,本科,西安,2016-01-23,9.4,15647,6630,869,759,23905,2510,1512,19883,B,是
EMP0714,孟桂兰,市场部,销售序列,P4,本科,北京,2024-06-02,1.1,25789,5926,2023,357,34095,3579,2327,28189,B,是
EMP0715,陈丽丽,产品部,职能序列,M2,本科,北京,2024-08-20,0.9,53730,15508,7088,952,77278,8114,5782,63382,C,是
EMP0716,潘秀珍,客户服务部,技术序列,P3,本科,上海,2017-03-12,8.3,15182,4778,880,502,21342,2240,1307,17795,A,是
EMP0717,秦萍,销售部,销售序列,P3,本科,杭州,2024-09-23,0.8,13829,6011,1874,1763,23477,2465,1478,19534,B,是
EMP0718,程莹,客户服务部,技术序列,P1,本科,杭州,2020-10-07,4.7,6982,3139,413,1631,12165,1277,573,10315,C,是
EMP0719,陈秀英,技术研发部,销售序列,P3,本科,武汉,2018-06-15,7.0,10402,2294,1388,986,15070,1582,805,12683,B,是
EMP0720,王云,运营部,技术序列,P2,大专,武汉,2017-12-21,7.5,8997,3311,774,599,13681,1436,694,11551,C,否
EMP0721,李桂兰,客户服务部,职能序列,P3,本科,深圳,2025-01-06,0.5,12864,3388,1430,581,18263,1917,1061,15285,C,是
EMP0722,萧梅,技术研发部,运营序列,P5,本科,北京,2023-10-21,1.7,29141,4442,1902,378,35863,3765,2469,29629,B,是
EMP0723,李静,技术研发部,技术序列,P7,本科,西安,2021-10-22,3.7,43627,6665,2470,887,53649,5633,3891,44125,B,是
EMP0724,周颖,运营部,技术序列,P2,本科,深圳,2021-03-17,4.3,12582,3625,900,1267,18374,1929,1069,15376,A,是
EMP0725,徐桂香,财务部,技术序列,P3,本科,北京,2016-07-24,8.9,15541,4607,975,1725,22848,2399,1427,19022,B,否
EMP0726,朱强,销售部,运营序列,P6,大专,上海,2022-04-02,3.2,47077,7380,3824,584,58865,6180,4309,48376,A,是
EMP0727,沈桂英,技术研发部,技术序列,P1,本科,杭州,2018-10-17,6.7,7650,2723,776,1744,12893,1353,631,10909,B,是
EMP0728,张桂芳,销售部,运营序列,P1,硕士,武汉,2017-05-12,8.1,6608,1574,719,1260,10161,1066,412,8683,B,是
EMP0729,施帅,技术研发部,技术序列,P2,本科,杭州,2021-02-12,4.4,10064,3200,1298,1218,15780,1656,862,13262,B,是
EMP0730,吴坤,技术研发部,技术序列,P4,本科,上海,2017-06-30,8.0,24662,5925,2851,1560,34998,3674,2399,28925,A,是
EMP0731,尹宇,技术研发部,职能序列,P2,本科,深圳,2024-12-26,0.5,14764,2954,1636,310,19664,2064,1173,16427,D,是
EMP0732,赵旭,销售部,技术序列,M1,本科,深圳,2021-03-18,4.3,27823,7572,2536,462,38393,4031,2671,31691,A,是
EMP0733,章颖,运营部,销售序列,P3,本科,广州,2023-06-27,2.0,12815,2815,1247,338,17215,1807,977,14431,S,是
EMP0734,郑桂兰,人力资源部,销售序列,P3,本科,武汉,2021-12-15,3.5,11301,3508,1033,824,16666,1749,933,13984,A,是
EMP0735,朱兵,产品部,职能序列,P2,本科,武汉,2022-04-08,3.2,7266,1523,975,741,10505,1103,440,8962,D,是
EMP0736,沈林,销售部,运营序列,P3,大专,西安,2022-09-04,2.8,13045,3946,952,606,18549,1947,1083,15519,D,是
EMP0737,谢莉,市场部,销售序列,P4,本科,武汉,2019-07-23,5.9,14711,2901,743,1423,19778,2076,1182,16520,B,是
EMP0738,刘帅,销售部,技术序列,P5,本科,北京,2024-06-20,1.0,31435,11042,3619,1789,47885,5027,3430,39428,C,是
EMP0739,王洁,市场部,技术序列,P5,大专,深圳,2020-12-17,4.5,27603,10383,1939,1546,41471,4354,2917,34200,A,是
EMP0740,周燕,市场部,技术序列,P4,本科,上海,2022-11-14,2.6,24851,4550,3454,1380,34235,3594,2338,28303,D,是
EMP0741,高柳,市场部,职能序列,P6,博士,深圳,2025-02-20,0.4,45597,13238,6196,1166,66197,6950,4895,54352,A,是
EMP0742,武桂珍,产品部,技术序列,P5,本科,杭州,2024-01-25,1.4,25670,4396,1480,527,32073,3367,2165,26541,A,是
EMP0743,陈帅,运营部,运营序列,P5,本科,北京,2021-08-29,3.8,34748,11447,2107,890,49192,5165,3535,40492,A,是
EMP0744,胡兰英,人力资源部,销售序列,P1,硕士,武汉,2020-10-13,4.7,4586,1051,456,786,6879,722,150,6007,B,是
EMP0745,董春梅,技术研发部,销售序列,P1,本科,西安,2025-04-25,0.2,5581,1720,619,916,8836,927,306,7603,B,是
EMP0746,蒋想,销售部,运营序列,P2,本科,西安,2022-02-22,3.4,7812,2384,605,549,11350,1191,508,9651,B,是
EMP0747,陈健,市场部,技术序列,P4,硕士,西安,2020-12-31,4.5,16916,7228,2058,397,26599,2792,1727,22080,D,是
